id	length	gene	biotype	chr
ENSG00000270137	725	AF230666.2	lncRNA	chr8
ENSG00000223697	870	AF230666.1	lncRNA	chr8
ENSG00000042832	8455	TG	protein_coding	chr8
ENSG00000240237	471	AF305872.1	processed_pseudogene	chr8
ENSG00000155926	2995	SLA	protein_coding	chr8
ENSG00000276961	101	MIR7848	miRNA	chr8
ENSG00000287736	2809	PTCSC1	lncRNA	chr8
ENSG00000104415	5190	CCN4	protein_coding	chr8
ENSG00000104419	3983	NDRG1	protein_coding	chr8
ENSG00000243537	408	RPL32P20	processed_pseudogene	chr8
ENSG00000253638	480	AF186190.1	processed_pseudogene	chr8
ENSG00000225259	1102	ST13P6	processed_pseudogene	chr8
ENSG00000008513	6951	ST3GAL1	protein_coding	chr8
ENSG00000283176	240	AC103706.2	processed_pseudogene	chr8
ENSG00000283197	85	AC103706.3	processed_pseudogene	chr8
ENSG00000261220	679	AC103706.1	lncRNA	chr8
ENSG00000212273	128	AC090821.1	snoRNA	chr8
ENSG00000276193	282	Metazoa_SRP	misc_RNA	chr8
ENSG00000253970	640	MTND2P7	processed_pseudogene	chr8
ENSG00000253916	802	MTCO1P49	processed_pseudogene	chr8
ENSG00000253561	566	AC133634.1	lncRNA	chr8
ENSG00000253165	1041	AC090821.2	lncRNA	chr8
ENSG00000254313	176	AC090821.3	processed_pseudogene	chr8
ENSG00000253593	582	AC110741.1	lncRNA	chr8
ENSG00000277576	659	AC110741.3	unprocessed_pseudogene	chr8
ENSG00000271240	268	AC110741.2	processed_pseudogene	chr8
ENSG00000288067	2785	AC105180.2	lncRNA	chr8
ENSG00000253627	426	AC105180.1	lncRNA	chr8
ENSG00000066827	5472	ZFAT	protein_coding	chr8
ENSG00000248492	939	ZFAT-AS1	lncRNA	chr8
ENSG00000276140	79	AC015599.1	misc_RNA	chr8
ENSG00000277732	201	AC015599.2	misc_RNA	chr8
ENSG00000278454	80	AC015599.3	misc_RNA	chr8
ENSG00000271048	382	AC087045.1	processed_pseudogene	chr8
ENSG00000272456	1003	AC087045.2	lncRNA	chr8
ENSG00000278898	2468	AC087045.3	TEC	chr8
ENSG00000279518	2186	AC083843.3	TEC	chr8
ENSG00000259820	6253	AC083843.2	lncRNA	chr8
ENSG00000207582	88	MIR30B	miRNA	chr8
ENSG00000199153	70	MIR30D	miRNA	chr8
ENSG00000254028	849	AC083843.1	lncRNA	chr8
ENSG00000253433	519	NCRNA00250	lncRNA	chr8
ENSG00000251218	2096	AC103764.1	lncRNA	chr8
ENSG00000244413	453	RPL23AP56	processed_pseudogene	chr8
ENSG00000254083	1240	LINC01591	lncRNA	chr8
ENSG00000254372	318	AC040914.1	lncRNA	chr8
ENSG00000131773	5466	KHDRBS3	protein_coding	chr8
ENSG00000253915	797	MAPRE1P1	processed_pseudogene	chr8
ENSG00000199652	153	RNU1-35P	snRNA	chr8
ENSG00000254101	5357	LINC02055	lncRNA	chr8
ENSG00000286927	1792	AC103955.1	lncRNA	chr8
ENSG00000285683	1050	AC023781.1	lncRNA	chr8
ENSG00000206678	107	RNU6-144P	snRNA	chr8
ENSG00000274572	118	ZYXP1	unprocessed_pseudogene	chr8
ENSG00000285817	1992	AC105213.1	lncRNA	chr8
ENSG00000254076	1744	AC110053.1	processed_pseudogene	chr8
ENSG00000253288	4171	AC046195.1	lncRNA	chr8
ENSG00000254361	2287	AC046195.2	lncRNA	chr8
ENSG00000253988	596	AC079015.1	lncRNA	chr8
ENSG00000147724	7401	FAM135B	protein_coding	chr8
ENSG00000169436	6394	COL22A1	protein_coding	chr8
ENSG00000253432	485	AC027541.1	lncRNA	chr8
ENSG00000251744	105	AC100807.1	snoRNA	chr8
ENSG00000253783	552	AC100807.2	lncRNA	chr8
ENSG00000254258	1037	AC087354.1	lncRNA	chr8
ENSG00000275078	271	AC090093.1	unprocessed_pseudogene	chr8
ENSG00000169427	5062	KCNK9	protein_coding	chr8
ENSG00000167632	7092	TRAPPC9	protein_coding	chr8
ENSG00000253574	453	AC021744.1	lncRNA	chr8
ENSG00000250733	2771	C8orf17	TEC	chr8
ENSG00000274064	1282	AC040978.1	processed_pseudogene	chr8
ENSG00000282164	5650	PEG13	lncRNA	chr8
ENSG00000259891	2231	AC107375.1	lncRNA	chr8
ENSG00000104472	2481	CHRAC1	protein_coding	chr8
ENSG00000123908	14595	AGO2	protein_coding	chr8
ENSG00000279766	671	AC067931.1	TEC	chr8
ENSG00000280326	1518	AC067931.2	TEC	chr8
ENSG00000280303	2003	ERICD	lncRNA	chr8
ENSG00000169398	4955	PTK2	protein_coding	chr8
ENSG00000254324	90	MIR151A	miRNA	chr8
ENSG00000279786	1816	AC105235.1	TEC	chr8
ENSG00000252864	102	RNA5SP278	rRNA_pseudogene	chr8
ENSG00000253266	1064	AC100860.1	lncRNA	chr8
ENSG00000105339	5527	DENND3	protein_coding	chr8
ENSG00000253210	1490	AC040970.1	lncRNA	chr8
ENSG00000022567	7483	SLC45A4	protein_coding	chr8
ENSG00000280035	2660	AC011676.5	TEC	chr8
ENSG00000253307	397	AC011676.1	lncRNA	chr8
ENSG00000254019	584	AC011676.2	lncRNA	chr8
ENSG00000254197	294	AC011676.3	lncRNA	chr8
ENSG00000254291	413	AC011676.4	lncRNA	chr8
ENSG00000253595	840	LINC01300	lncRNA	chr8
ENSG00000261655	1963	AC100803.3	lncRNA	chr8
ENSG00000204882	1564	GPR20	protein_coding	chr8
ENSG00000244998	1380	AC100803.2	lncRNA	chr8
ENSG00000184489	3241	PTP4A3	protein_coding	chr8
ENSG00000226807	4164	MROH5	polymorphic_pseudogene	chr8
ENSG00000271959	2961	AC100803.4	lncRNA	chr8
ENSG00000238854	75	AC100803.1	snoRNA	chr8
ENSG00000253605	957	HNRNPA1P38	processed_pseudogene	chr8
ENSG00000287325	947	AC138647.2	lncRNA	chr8
ENSG00000226490	648	AC138647.1	protein_coding	chr8
ENSG00000287677	3643	AC025839.1	lncRNA	chr8
ENSG00000221768	72	MIR1302-7	miRNA	chr8
ENSG00000254183	751	AC104417.1	processed_pseudogene	chr8
ENSG00000261710	1793	AC104417.2	lncRNA	chr8
ENSG00000287332	3028	AC103758.1	lncRNA	chr8
ENSG00000265247	80	MIR4472-1	miRNA	chr8
ENSG00000254008	1046	LINC00051	lncRNA	chr8
ENSG00000171045	2110	TSNARE1	protein_coding	chr8
ENSG00000253602	282	RN7SL260P	misc_RNA	chr8
ENSG00000261693	3377	AC134682.1	lncRNA	chr8
ENSG00000181790	6241	ADGRB1	protein_coding	chr8
ENSG00000232722	1578	MROH4P	transcribed_unitary_pseudogene	chr8
ENSG00000198576	2950	ARC	protein_coding	chr8
ENSG00000261044	692	AP006547.1	lncRNA	chr8
ENSG00000277332	503	AC108002.2	lncRNA	chr8
ENSG00000234616	9097	JRK	protein_coding	chr8
ENSG00000167653	982	PSCA	protein_coding	chr8
ENSG00000160886	2724	LY6K	protein_coding	chr8
ENSG00000253741	5712	LNCOC1	lncRNA	chr8
ENSG00000130193	2279	THEM6	protein_coding	chr8
ENSG00000253806	340	AC108002.1	lncRNA	chr8
ENSG00000126233	527	SLURP1	protein_coding	chr8
ENSG00000197353	592	LYPD2	protein_coding	chr8
ENSG00000253196	670	AC083841.1	lncRNA	chr8
ENSG00000284505	1293	LYNX1-SLURP2	protein_coding	chr8
ENSG00000283992	583	SLURP2	protein_coding	chr8
ENSG00000180155	4708	LYNX1	protein_coding	chr8
ENSG00000167656	1423	LY6D	protein_coding	chr8
ENSG00000253715	602	AC083841.2	lncRNA	chr8
ENSG00000283686	352	AC083841.4	unprocessed_pseudogene	chr8
ENSG00000253728	349	AC083841.3	lncRNA	chr8
ENSG00000104499	728	GML	protein_coding	chr8
ENSG00000253421	444	ZNHIT1P1	processed_pseudogene	chr8
ENSG00000160882	3726	CYP11B1	protein_coding	chr8
ENSG00000179142	2936	CYP11B2	protein_coding	chr8
ENSG00000247317	1781	LY6E-DT	lncRNA	chr8
ENSG00000253971	633	CDC42P3	processed_pseudogene	chr8
ENSG00000160932	1419	LY6E	protein_coding	chr8
ENSG00000177335	1875	C8orf31	lncRNA	chr8
ENSG00000250115	429	AK3P2	processed_pseudogene	chr8
ENSG00000243328	344	AC083982.1	processed_pseudogene	chr8
ENSG00000261667	988	LY6L	protein_coding	chr8
ENSG00000176956	1591	LY6H	protein_coding	chr8
ENSG00000277494	2257	GPIHBP1	protein_coding	chr8
ENSG00000181638	4786	ZFP41	protein_coding	chr8
ENSG00000264668	2897	AC138696.1	protein_coding	chr8
ENSG00000250571	2333	GLI4	protein_coding	chr8
ENSG00000253716	1527	MINCR	lncRNA	chr8
ENSG00000185730	4658	ZNF696	protein_coding	chr8
ENSG00000272172	223	AC138696.2	lncRNA	chr8
ENSG00000184428	2029	TOP1MT	protein_coding	chr8
ENSG00000212221	107	RNU6-220P	snRNA	chr8
ENSG00000254389	1918	RHPN1-AS1	lncRNA	chr8
ENSG00000158106	3695	RHPN1	protein_coding	chr8
ENSG00000253931	544	AC105118.1	lncRNA	chr8
ENSG00000254338	417	MAFA-AS1	lncRNA	chr8
ENSG00000182759	2669	MAFA	protein_coding	chr8
ENSG00000014164	3270	ZC3H3	protein_coding	chr8
ENSG00000287576	3042	AC067930.8	lncRNA	chr8
ENSG00000254859	498	AC067930.3	lncRNA	chr8
ENSG00000275558	289	RN7SKP175	misc_RNA	chr8
ENSG00000104518	3462	GSDMD	protein_coding	chr8
ENSG00000204839	3265	MROH6	protein_coding	chr8
ENSG00000255050	1173	AC067930.4	lncRNA	chr8
ENSG00000147813	1877	NAPRT	protein_coding	chr8
ENSG00000279605	4947	AC067930.5	TEC	chr8
ENSG00000254741	431	AC067930.1	lncRNA	chr8
ENSG00000104529	3718	EEF1D	protein_coding	chr8
ENSG00000179886	5394	TIGD5	protein_coding	chr8
ENSG00000104524	3342	PYCR3	protein_coding	chr8
ENSG00000104522	2220	GFUS	protein_coding	chr8
ENSG00000254812	701	AC067930.2	lncRNA	chr8
ENSG00000183309	6759	ZNF623	protein_coding	chr8
ENSG00000181135	3031	ZNF707	protein_coding	chr8
ENSG00000181097	1963	LINC02878	lncRNA	chr8
ENSG00000255181	1320	CCDC166	protein_coding	chr8
ENSG00000254574	374	AC105219.2	lncRNA	chr8
ENSG00000181085	2240	MAPK15	protein_coding	chr8
ENSG00000254548	299	AC105219.1	lncRNA	chr8
ENSG00000180921	6131	FAM83H	protein_coding	chr8
ENSG00000265660	71	MIR4664	miRNA	chr8
ENSG00000203499	2737	IQANK1	protein_coding	chr8
ENSG00000254973	1857	AC105219.3	lncRNA	chr8
ENSG00000180900	5607	SCRIB	protein_coding	chr8
ENSG00000284224	86	MIR937	miRNA	chr8
ENSG00000179950	1934	PUF60	protein_coding	chr8
ENSG00000287222	2674	AC234917.3	lncRNA	chr8
ENSG00000255343	316	AC234917.1	lncRNA	chr8
ENSG00000185189	3877	NRBP2	protein_coding	chr8
ENSG00000284142	61	MIR6845	miRNA	chr8
ENSG00000285599	682	AC234917.2	lncRNA	chr8
ENSG00000261150	16005	EPPK1	protein_coding	chr8
ENSG00000288096	2075	AC109322.2	lncRNA	chr8
ENSG00000178209	15249	PLEC	protein_coding	chr8
ENSG00000207574	89	MIR661	miRNA	chr8
ENSG00000178685	3505	PARP10	protein_coding	chr8
ENSG00000178719	1968	GRINA	protein_coding	chr8
ENSG00000186583	2170	SPATC1	protein_coding	chr8
ENSG00000204791	1390	SMPD5	transcribed_unitary_pseudogene	chr8
ENSG00000178814	4020	OPLAH	protein_coding	chr8
ENSG00000277888	60	MIR6846	miRNA	chr8
ENSG00000255224	1264	AC109322.1	lncRNA	chr8
ENSG00000178896	1065	EXOSC4	protein_coding	chr8
ENSG00000284200	69	MIR6847	miRNA	chr8
ENSG00000197858	2054	GPAA1	protein_coding	chr8
ENSG00000179091	1832	CYC1	protein_coding	chr8
ENSG00000179526	1687	SHARPIN	protein_coding	chr8
ENSG00000179632	1754	MAF1	protein_coding	chr8
ENSG00000179698	7119	WDR97	protein_coding	chr8
ENSG00000235173	2534	HGH1	protein_coding	chr8
ENSG00000227473	907	TSSK5P	unitary_pseudogene	chr8
ENSG00000179832	5832	MROH1	protein_coding	chr8
ENSG00000261236	2428	BOP1	protein_coding	chr8
ENSG00000284054	65	MIR7112	miRNA	chr8
ENSG00000260428	1106	SCX	protein_coding	chr8
ENSG00000185122	3451	HSF1	protein_coding	chr8
ENSG00000185000	3653	DGAT1	protein_coding	chr8
ENSG00000254690	444	AC233992.1	lncRNA	chr8
ENSG00000284229	70	MIR6848	miRNA	chr8
ENSG00000261678	3980	SCRT1	protein_coding	chr8
ENSG00000185803	2294	SLC52A2	protein_coding	chr8
ENSG00000261587	1762	TMEM249	protein_coding	chr8
ENSG00000271698	1596	AC233992.2	protein_coding	chr8
ENSG00000182325	3108	FBXL6	protein_coding	chr8
ENSG00000173137	2027	ADCK5	protein_coding	chr8
ENSG00000071894	4480	CPSF1	protein_coding	chr8
ENSG00000284310	82	MIR939	miRNA	chr8
ENSG00000284139	80	MIR1234	miRNA	chr8
ENSG00000283770	69	MIR6849	miRNA	chr8
ENSG00000272115	485	AC233992.3	lncRNA	chr8
ENSG00000147804	2778	SLC39A4	protein_coding	chr8
ENSG00000160948	2337	VPS28	protein_coding	chr8
ENSG00000160949	6607	TONSL	protein_coding	chr8
ENSG00000276598	69	MIR6893	miRNA	chr8
ENSG00000232600	428	TONSL-AS1	lncRNA	chr8
ENSG00000187954	6158	CYHR1	protein_coding	chr8
ENSG00000254578	429	AC084125.1	lncRNA	chr8
ENSG00000167702	3646	KIFC2	protein_coding	chr8
ENSG00000160973	2017	FOXH1	protein_coding	chr8
ENSG00000160972	4311	PPP1R16A	protein_coding	chr8
ENSG00000255182	3392	AC084125.2	lncRNA	chr8
ENSG00000167701	1865	GPT	protein_coding	chr8
ENSG00000167700	1552	MFSD3	protein_coding	chr8
ENSG00000160957	3896	RECQL4	protein_coding	chr8
ENSG00000265393	338	AC084125.4	lncRNA	chr8
ENSG00000160959	5337	LRRC14	protein_coding	chr8
ENSG00000254402	1762	LRRC24	protein_coding	chr8
ENSG00000213563	2455	C8orf82	protein_coding	chr8
ENSG00000147799	4697	ARHGAP39	protein_coding	chr8
ENSG00000255456	398	AC084125.3	lncRNA	chr8
ENSG00000274772	296	Metazoa_SRP	misc_RNA	chr8
ENSG00000254533	572	AF186192.1	lncRNA	chr8
ENSG00000255085	693	AF186192.2	transcribed_unprocessed_pseudogene	chr8
ENSG00000263612	947	AF186192.3	lncRNA	chr8
ENSG00000198169	2953	ZNF251	protein_coding	chr8
ENSG00000196378	2808	ZNF34	protein_coding	chr8
ENSG00000244307	291	RN7SL395P	misc_RNA	chr8
ENSG00000161016	1070	RPL8	protein_coding	chr8
ENSG00000283764	61	MIR6850	miRNA	chr8
ENSG00000197363	3191	ZNF517	protein_coding	chr8
ENSG00000147789	5641	ZNF7	protein_coding	chr8
ENSG00000170619	1573	COMMD5	protein_coding	chr8
ENSG00000286681	4181	AF235103.3	lncRNA	chr8
ENSG00000196150	6364	ZNF250	protein_coding	chr8
ENSG00000170631	2616	ZNF16	protein_coding	chr8
ENSG00000196922	5210	ZNF252P	transcribed_unprocessed_pseudogene	chr8
ENSG00000255164	439	AF235103.1	lncRNA	chr8
ENSG00000254618	655	TMED10P1	processed_pseudogene	chr8
ENSG00000255559	3236	ZNF252P-AS1	lncRNA	chr8
ENSG00000255530	346	AF235103.2	processed_pseudogene	chr8
ENSG00000255000	1030	AC139103.1	processed_pseudogene	chr8
ENSG00000182307	2676	C8orf33	protein_coding	chr8
ENSG00000236875	654	DDX11L5	unprocessed_pseudogene	chr9
ENSG00000181404	1873	WASHC1	protein_coding	chr9
ENSG00000227518	2923	MIR1302-9HG	lncRNA	chr9
ENSG00000283921	138	MIR1302-9	miRNA	chr9
ENSG00000218839	1126	FAM138C	lncRNA	chr9
ENSG00000284986	394	AL449043.2	transcribed_unprocessed_pseudogene	chr9
ENSG00000277631	1442	PGM5P3-AS1	lncRNA	chr9
ENSG00000227917	1495	AL449043.1	lncRNA	chr9
ENSG00000231808	416	LINC01388	lncRNA	chr9
ENSG00000170122	2187	FOXD4	protein_coding	chr9
ENSG00000172785	4534	CBWD1	protein_coding	chr9
ENSG00000287480	1613	AL158832.2	lncRNA	chr9
ENSG00000183784	2918	DOCK8-AS1	lncRNA	chr9
ENSG00000107099	9277	DOCK8	protein_coding	chr9
ENSG00000235880	406	AL158832.1	lncRNA	chr9
ENSG00000227155	1351	AL161725.1	lncRNA	chr9
ENSG00000107104	7193	KANK1	protein_coding	chr9
ENSG00000235330	674	RPL12P25	transcribed_processed_pseudogene	chr9
ENSG00000228115	403	AL161725.2	lncRNA	chr9
ENSG00000226403	1047	AL392089.1	lncRNA	chr9
ENSG00000202172	105	RNU6-1327P	snRNA	chr9
ENSG00000229875	341	EIF1P1	processed_pseudogene	chr9
ENSG00000227914	1120	AL136979.1	lncRNA	chr9
ENSG00000137090	2215	DMRT1	protein_coding	chr9
ENSG00000064218	2493	DMRT3	protein_coding	chr9
ENSG00000252991	106	RNU6-1073P	snRNA	chr9
ENSG00000228783	392	H3P29	processed_pseudogene	chr9
ENSG00000286684	954	AL358976.1	lncRNA	chr9
ENSG00000281769	3017	LINC01230	lncRNA	chr9
ENSG00000173253	2459	DMRT2	protein_coding	chr9
ENSG00000224836	334	AL356498.1	processed_pseudogene	chr9
ENSG00000236594	454	RPS27AP14	processed_pseudogene	chr9
ENSG00000233575	324	AL358934.1	processed_pseudogene	chr9
ENSG00000202383	117	RNA5SP279	rRNA_pseudogene	chr9
ENSG00000287465	516	AL358053.1	lncRNA	chr9
ENSG00000224092	764	AL591644.1	processed_pseudogene	chr9
ENSG00000080503	7061	SMARCA2	protein_coding	chr9
ENSG00000236199	420	AL359076.1	lncRNA	chr9
ENSG00000222973	191	RNU2-25P	snRNA	chr9
ENSG00000264615	281	RN7SL592P	misc_RNA	chr9
ENSG00000236404	4519	VLDLR-AS1	lncRNA	chr9
ENSG00000231052	206	AL353614.1	lncRNA	chr9
ENSG00000147852	9213	VLDLR	protein_coding	chr9
ENSG00000286670	1100	AL450467.1	lncRNA	chr9
ENSG00000168263	2178	KCNV2	protein_coding	chr9
ENSG00000080608	2187	PUM3	protein_coding	chr9
ENSG00000236496	986	GPS2P1	processed_pseudogene	chr9
ENSG00000229184	485	ATP5PDP2	processed_pseudogene	chr9
ENSG00000227835	1185	CARM1P1	transcribed_unprocessed_pseudogene	chr9
ENSG00000236511	2930	LINC01231	lncRNA	chr9
ENSG00000080298	9307	RFX3	protein_coding	chr9
ENSG00000215297	464	AL354941.1	processed_pseudogene	chr9
ENSG00000232104	1088	RFX3-AS1	lncRNA	chr9
ENSG00000237359	941	AL354977.2	lncRNA	chr9
ENSG00000226669	679	AL354977.1	lncRNA	chr9
ENSG00000107249	7684	GLIS3	protein_coding	chr9
ENSG00000236724	243	AL137071.1	lncRNA	chr9
ENSG00000237009	734	GLIS3-AS1	lncRNA	chr9
ENSG00000230001	635	AL359095.1	lncRNA	chr9
ENSG00000228322	873	AL162419.1	lncRNA	chr9
ENSG00000200941	147	RNU6-694P	snRNA	chr9
ENSG00000106688	3698	SLC1A1	protein_coding	chr9
ENSG00000106686	4073	SPATA6L	protein_coding	chr9
ENSG00000225893	730	AL136231.1	processed_pseudogene	chr9
ENSG00000205808	2965	PLPP6	protein_coding	chr9
ENSG00000273061	463	CDC37L1-DT	lncRNA	chr9
ENSG00000106993	3500	CDC37L1	protein_coding	chr9
ENSG00000147853	4219	AK3	protein_coding	chr9
ENSG00000287759	1568	AL353151.2	lncRNA	chr9
ENSG00000270639	1279	ECM1P1	processed_pseudogene	chr9
ENSG00000220105	604	AL353151.1	processed_pseudogene	chr9
ENSG00000120158	2061	RCL1	protein_coding	chr9
ENSG00000233186	1185	KLF4P1	processed_pseudogene	chr9
ENSG00000199065	79	MIR101-2	miRNA	chr9
ENSG00000228165	75	AL158147.1	lncRNA	chr9
ENSG00000220937	928	HNRNPA1P41	processed_pseudogene	chr9
ENSG00000096968	7023	JAK2	protein_coding	chr9
ENSG00000234534	955	CSNK1G2P1	processed_pseudogene	chr9
ENSG00000182347	1114	PDSS1P1	processed_pseudogene	chr9
ENSG00000227730	512	MTND6P5	unprocessed_pseudogene	chr9
ENSG00000228166	876	MTND1P11	unprocessed_pseudogene	chr9
ENSG00000224083	1528	MTCO1P11	unprocessed_pseudogene	chr9
ENSG00000235917	680	MTCO2P11	unprocessed_pseudogene	chr9
ENSG00000228097	670	MTATP6P11	unprocessed_pseudogene	chr9
ENSG00000237711	774	MTCO3P11	unprocessed_pseudogene	chr9
ENSG00000236254	1354	MTND4P14	unprocessed_pseudogene	chr9
ENSG00000230225	1267	MTND5P14	unprocessed_pseudogene	chr9
ENSG00000236567	1937	TCF3P1	processed_pseudogene	chr9
ENSG00000254017	1256	IGHEP2	IG_C_pseudogene	chr9
ENSG00000120210	1221	INSL6	protein_coding	chr9
ENSG00000237553	220	AL133547.1	processed_pseudogene	chr9
ENSG00000120211	1952	INSL4	protein_coding	chr9
ENSG00000107014	928	RLN2	protein_coding	chr9
ENSG00000214195	273	HMGN2P31	processed_pseudogene	chr9
ENSG00000107018	1009	RLN1	protein_coding	chr9
ENSG00000272866	615	AL135786.2	lncRNA	chr9
ENSG00000231967	214	AL135786.1	processed_pseudogene	chr9
ENSG00000107020	981	PLGRKT	protein_coding	chr9
ENSG00000214190	604	RNF152P1	processed_pseudogene	chr9
ENSG00000120217	3634	CD274	protein_coding	chr9
ENSG00000286162	1987	AL162253.2	lncRNA	chr9
ENSG00000197646	2432	PDCD1LG2	protein_coding	chr9
ENSG00000231509	758	AL162253.1	lncRNA	chr9
ENSG00000107036	6786	RIC1	protein_coding	chr9
ENSG00000225408	543	AL136980.1	lncRNA	chr9
ENSG00000099219	5377	ERMP1	protein_coding	chr9
ENSG00000223621	646	AK4P4	processed_pseudogene	chr9
ENSG00000183354	7669	KIAA2026	protein_coding	chr9
ENSG00000120215	2328	MLANA	protein_coding	chr9
ENSG00000263575	79	MIR4665	miRNA	chr9
ENSG00000137040	4600	RANBP6	protein_coding	chr9
ENSG00000228739	499	AL162384.1	lncRNA	chr9
ENSG00000237274	1004	GTF3AP1	processed_pseudogene	chr9
ENSG00000137033	2641	IL33	protein_coding	chr9
ENSG00000228132	335	AL360221.1	processed_pseudogene	chr9
ENSG00000233846	487	SELENOTP1	processed_pseudogene	chr9
ENSG00000170777	2296	TPD52L3	protein_coding	chr9
ENSG00000147854	3723	UHRF2	protein_coding	chr9
ENSG00000233367	638	AL133480.1	lncRNA	chr9
ENSG00000178445	3843	GLDC	protein_coding	chr9
ENSG00000264530	260	RN7SL25P	misc_RNA	chr9
ENSG00000237158	517	AL353718.1	processed_pseudogene	chr9
ENSG00000206147	466	RPL23AP57	processed_pseudogene	chr9
ENSG00000236924	526	AL162411.1	lncRNA	chr9
ENSG00000266863	292	RN7SL123P	misc_RNA	chr9
ENSG00000229057	734	RPS3AP54	processed_pseudogene	chr9
ENSG00000231381	1010	RNF2P1	processed_pseudogene	chr9
ENSG00000232946	331	RPL35AP20	processed_pseudogene	chr9
ENSG00000229611	511	LINC02851	lncRNA	chr9
ENSG00000225489	2013	AL354707.1	lncRNA	chr9
ENSG00000107077	4601	KDM4C	protein_coding	chr9
ENSG00000231108	479	PRELID3BP11	processed_pseudogene	chr9
ENSG00000256968	279	SNRPEP2	processed_pseudogene	chr9
ENSG00000230581	1122	ACTG1P14	processed_pseudogene	chr9
ENSG00000224972	553	AL513412.1	lncRNA	chr9
ENSG00000285688	1315	AL161443.1	lncRNA	chr9
ENSG00000288042	616	AL157703.1	lncRNA	chr9
ENSG00000230207	1276	RPL4P5	processed_pseudogene	chr9
ENSG00000178654	555	PPIAP33	processed_pseudogene	chr9
ENSG00000273056	584	AL354694.1	lncRNA	chr9
ENSG00000137038	2456	DMAC1	protein_coding	chr9
ENSG00000231902	794	AL135923.2	lncRNA	chr9
ENSG00000226376	196	AL135923.1	lncRNA	chr9
ENSG00000153707	9911	PTPRD	protein_coding	chr9
ENSG00000235389	486	AL583805.2	lncRNA	chr9
ENSG00000212695	531	AL583805.1	processed_pseudogene	chr9
ENSG00000239102	60	RNU7-185P	snRNA	chr9
ENSG00000225706	4188	PTPRD-AS1	lncRNA	chr9
ENSG00000234021	572	AL596451.1	lncRNA	chr9
ENSG00000212829	348	RPS26P3	processed_pseudogene	chr9
ENSG00000265735	321	RN7SL5P	misc_RNA	chr9
ENSG00000230920	383	AL513422.1	lncRNA	chr9
ENSG00000234360	267	AL135790.2	processed_pseudogene	chr9
ENSG00000226717	2838	PTPRD-AS2	lncRNA	chr9
ENSG00000232035	157	AL135790.1	lncRNA	chr9
ENSG00000227138	169	AL161788.1	processed_pseudogene	chr9
ENSG00000230589	557	IMP3P1	processed_pseudogene	chr9
ENSG00000270372	110	AL162413.1	lncRNA	chr9
ENSG00000234146	1349	AKAP8P1	processed_pseudogene	chr9
ENSG00000230365	285	AL451129.1	lncRNA	chr9
ENSG00000286474	1560	AL355672.1	lncRNA	chr9
ENSG00000275130	126	AL592227.1	unprocessed_pseudogene	chr9
ENSG00000285784	877	AL353595.1	lncRNA	chr9
ENSG00000224935	649	AL589678.1	lncRNA	chr9
ENSG00000231491	919	JKAMPP1	processed_pseudogene	chr9
ENSG00000222581	186	RNU2-47P	snRNA	chr9
ENSG00000107165	2896	TYRP1	protein_coding	chr9
ENSG00000235448	1295	LURAP1L-AS1	lncRNA	chr9
ENSG00000243115	295	RN7SL849P	misc_RNA	chr9
ENSG00000153714	2683	LURAP1L	protein_coding	chr9
ENSG00000222658	97	Y_RNA	misc_RNA	chr9
ENSG00000285637	3533	AL161449.2	lncRNA	chr9
ENSG00000214121	596	PRDX1P1	processed_pseudogene	chr9
ENSG00000234586	1199	AL161449.1	processed_pseudogene	chr9
ENSG00000107186	7821	MPDZ	protein_coding	chr9
ENSG00000234740	457	AL162386.2	lncRNA	chr9
ENSG00000223672	645	AL162386.1	processed_pseudogene	chr9
ENSG00000226197	1289	AL583785.1	lncRNA	chr9
ENSG00000270547	2562	LINC01235	lncRNA	chr9
ENSG00000288556	1261	AL158157.1	transcribed_processed_pseudogene	chr9
ENSG00000205636	387	LINC00583	lncRNA	chr9
ENSG00000229268	1735	PES1P2	processed_pseudogene	chr9
ENSG00000235533	436	AL360089.1	lncRNA	chr9
ENSG00000223568	1146	RPL3P11	processed_pseudogene	chr9
ENSG00000213954	486	ATP5PDP3	processed_pseudogene	chr9
ENSG00000147862	8576	NFIB	protein_coding	chr9
ENSG00000234982	792	AL441963.1	processed_pseudogene	chr9
ENSG00000225472	1612	AL136366.1	lncRNA	chr9
ENSG00000287708	4224	AL137017.1	lncRNA	chr9
ENSG00000237137	127	AL159169.1	processed_pseudogene	chr9
ENSG00000273399	561	AL159169.3	lncRNA	chr9
ENSG00000272871	1269	AL159169.2	lncRNA	chr9
ENSG00000229029	624	CDCA4P1	processed_pseudogene	chr9
ENSG00000175893	9121	ZDHHC21	protein_coding	chr9
ENSG00000147869	1231	CER1	protein_coding	chr9
ENSG00000164946	7566	FREM1	protein_coding	chr9
ENSG00000286500	1803	AL512643.2	lncRNA	chr9
ENSG00000283647	524	AL512643.1	lncRNA	chr9
ENSG00000199814	107	RNU6-1260P	snRNA	chr9
ENSG00000232000	7242	CLCN3P1	transcribed_unprocessed_pseudogene	chr9
ENSG00000214110	998	LDHAP4	transcribed_processed_pseudogene	chr9
ENSG00000215237	1188	AL592293.1	unprocessed_pseudogene	chr9
ENSG00000234297	996	PSIP1P1	processed_pseudogene	chr9
ENSG00000251960	98	RNU6-559P	snRNA	chr9
ENSG00000155158	10483	TTC39B	protein_coding	chr9
